"role","xcms_fts","rt","mz","adduct_inferred","file"
"parent",1,214.056774,346.1222512219,"[M+H]+","VAOAD_010_Day15_P.mzML"
"parent",2,215.5644,346.12198898458,"[M+H]+","VAOAD_010_Day15_S.mzML"
"metabolite",1,198.145266,362.11756062027,"[M+H]+","OAD_007_Basal_P.mzML"
"metabolite",2,197.793786,362.117479619232,"[M+H]+","OAD_007_Basal_S.mzML"
