"role","xcms_fts","rt","mz","adduct_inferred","file"
"parent",1,546.466,368.103954745471,"[M+Na]+","B-107.mzXML"
"parent",2,545.164,346.1220703125,"[M+H]+","B-112.mzXML"
"parent",3,544.947,346.1220703125,"[M+H]+","B-119.mzXML"
"metabolite",1,500.418,362.116607666016,"[M+H]+","B-107.mzXML"
"metabolite",2,500.712,362.116882324219,"[M+H]+","B-119.mzXML"
