Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
48	Extraction	NA	NA	48	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	48	NA	Data transformation	48	FILES/Lipidomic_COVID-19_ESI Negative/48_n.mzML	Metabolite identification	48	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
56	Extraction	NA	NA	56	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	56	NA	Data transformation	56	FILES/Lipidomic_COVID-19_ESI Negative/56_n.mzML	Metabolite identification	56	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
61	Extraction	NA	NA	61	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	61	NA	Data transformation	61	FILES/Lipidomic_COVID-19_ESI Negative/61_n.mzML	Metabolite identification	61	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
62	Extraction	NA	NA	62	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	62	NA	Data transformation	62	FILES/Lipidomic_COVID-19_ESI Negative/62_n.mzML	Metabolite identification	62	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
63	Extraction	NA	NA	63	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	63	NA	Data transformation	63	FILES/Lipidomic_COVID-19_ESI Negative/63_n.mzML	Metabolite identification	63	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
64	Extraction	NA	NA	64	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	64	NA	Data transformation	64	FILES/Lipidomic_COVID-19_ESI Negative/64_n.mzML	Metabolite identification	64	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
66	Extraction	NA	NA	66	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	66	NA	Data transformation	66	FILES/Lipidomic_COVID-19_ESI Negative/66_n.mzML	Metabolite identification	66	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
67	Extraction	NA	NA	67	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	67	NA	Data transformation	67	FILES/Lipidomic_COVID-19_ESI Negative/67_n.mzML	Metabolite identification	67	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
68	Extraction	NA	NA	68	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	68	NA	Data transformation	68	FILES/Lipidomic_COVID-19_ESI Negative/68_n.mzML	Metabolite identification	68	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
69	Extraction	NA	NA	69	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	69	NA	Data transformation	69	FILES/Lipidomic_COVID-19_ESI Negative/69_n.mzML	Metabolite identification	69	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
70	Extraction	NA	NA	70	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	70	NA	Data transformation	70	FILES/Lipidomic_COVID-19_ESI Negative/70_n.mzML	Metabolite identification	70	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
71	Extraction	NA	NA	71	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	71	NA	Data transformation	71	FILES/Lipidomic_COVID-19_ESI Negative/71_n.mzML	Metabolite identification	71	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
72	Extraction	NA	NA	72	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	72	NA	Data transformation	72	FILES/Lipidomic_COVID-19_ESI Negative/72_n.mzML	Metabolite identification	72	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
74	Extraction	NA	NA	74	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	74	NA	Data transformation	74	FILES/Lipidomic_COVID-19_ESI Negative/74_n.mzML	Metabolite identification	74	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
78	Extraction	NA	NA	78	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	78	NA	Data transformation	78	FILES/Lipidomic_COVID-19_ESI Negative/78_n.mzML	Metabolite identification	78	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
79	Extraction	NA	NA	79	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	79	NA	Data transformation	79	FILES/Lipidomic_COVID-19_ESI Negative/79_n.mzML	Metabolite identification	79	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
80	Extraction	NA	NA	80	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	80	NA	Data transformation	80	FILES/Lipidomic_COVID-19_ESI Negative/80_n.mzML	Metabolite identification	80	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
82	Extraction	NA	NA	82	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	82	NA	Data transformation	82	FILES/Lipidomic_COVID-19_ESI Negative/82_n.mzML	Metabolite identification	82	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
83	Extraction	NA	NA	83	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	83	NA	Data transformation	83	FILES/Lipidomic_COVID-19_ESI Negative/83_n.mzML	Metabolite identification	83	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
84	Extraction	NA	NA	84	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	84	NA	Data transformation	84	FILES/Lipidomic_COVID-19_ESI Negative/84_n.mzML	Metabolite identification	84	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
89	Extraction	NA	NA	89	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	89	NA	Data transformation	89	FILES/Lipidomic_COVID-19_ESI Negative/89_n.mzML	Metabolite identification	89	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
93	Extraction	NA	NA	93	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	93	NA	Data transformation	93	FILES/Lipidomic_COVID-19_ESI Negative/93DLMC_n.mzML	Metabolite identification	93	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
94	Extraction	NA	NA	94	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	94	NA	Data transformation	94	FILES/Lipidomic_COVID-19_ESI Negative/94_n.mzML	Metabolite identification	94	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
95	Extraction	NA	NA	95	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	95	NA	Data transformation	95	FILES/Lipidomic_COVID-19_ESI Negative/95_n.mzML	Metabolite identification	95	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
97	Extraction	NA	NA	97	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	97	NA	Data transformation	97	FILES/Lipidomic_COVID-19_ESI Negative/97_n.mzML	Metabolite identification	97	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
98	Extraction	NA	NA	98	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	98	NA	Data transformation	98	FILES/Lipidomic_COVID-19_ESI Negative/98_n.mzML	Metabolite identification	98	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
99	Extraction	NA	NA	99	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	99	NA	Data transformation	99	FILES/Lipidomic_COVID-19_ESI Negative/99_n.mzML	Metabolite identification	99	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
101	Extraction	NA	NA	101	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	101	NA	Data transformation	101	FILES/Lipidomic_COVID-19_ESI Negative/101_n.mzML	Metabolite identification	101	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
104	Extraction	NA	NA	104	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	104	NA	Data transformation	104	FILES/Lipidomic_COVID-19_ESI Negative/104_n.mzML	Metabolite identification	104	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
106	Extraction	NA	NA	106	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	106	NA	Data transformation	106	FILES/Lipidomic_COVID-19_ESI Negative/106_n.mzML	Metabolite identification	106	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
108	Extraction	NA	NA	108	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	108	NA	Data transformation	108	FILES/Lipidomic_COVID-19_ESI Negative/108_n.mzML	Metabolite identification	108	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
109	Extraction	NA	NA	109	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	109	NA	Data transformation	109	FILES/Lipidomic_COVID-19_ESI Negative/109_n.mzML	Metabolite identification	109	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
111	Extraction	NA	NA	111	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	111	NA	Data transformation	111	FILES/Lipidomic_COVID-19_ESI Negative/111_n.mzML	Metabolite identification	111	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
125	Extraction	NA	NA	125	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	125	NA	Data transformation	125	FILES/Lipidomic_COVID-19_ESI Negative/125_n.mzML	Metabolite identification	125	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
