Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
CE A	Extraction	NA	NA	CE A	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	CE A	NA	Data transformation	CE A	FILES/Lipidomic_COVID-19_ESI Negative/CE_n.mzML	Metabolite identification	CE A	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
CM POS	Extraction	NA	NA	CM POS	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	CM POS	NA	Data transformation	CM POS	FILES/Lipidomic_COVID-19_ESI Negative/CM_n.mzML	Metabolite identification	CM POS	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA	Extraction	NA	NA	DA	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA	NA	Data transformation	DA	FILES/Lipidomic_HEALTHY_ESI Negative/D_n.mzML	Metabolite identification	DA	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 1	Extraction	NA	NA	DA 1	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 1	NA	Data transformation	DA 1	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA1_n.mzML	Metabolite identification	DA 1	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 10	Extraction	NA	NA	DA 10	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 10	NA	Data transformation	DA 10	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA10_n.mzML	Metabolite identification	DA 10	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 11	Extraction	NA	NA	DA 11	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 11	NA	Data transformation	DA 11	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA11_n.mzML	Metabolite identification	DA 11	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 12	Extraction	NA	NA	DA 12	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 12	NA	Data transformation	DA 12	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA12_n.mzML	Metabolite identification	DA 12	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 14	Extraction	NA	NA	DA 14	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 14	NA	Data transformation	DA 14	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA14_n.mzML	Metabolite identification	DA 14	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 17	Extraction	NA	NA	DA 17	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 17	NA	Data transformation	DA 17	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA17_n.mzML	Metabolite identification	DA 17	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 18	Extraction	NA	NA	DA 18	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 18	NA	Data transformation	DA 18	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA18_n.mzML	Metabolite identification	DA 18	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 2	Extraction	NA	NA	DA 2	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 2	NA	Data transformation	DA 2	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA2_n.mzML	Metabolite identification	DA 2	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 20	Extraction	NA	NA	DA 20	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 20	NA	Data transformation	DA 20	FILES/Lipidomic_ICU_ESI Negative/DA20_n.mzML	Metabolite identification	DA 20	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 21	Extraction	NA	NA	DA 21	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 21	NA	Data transformation	DA 21	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA21_n.mzML	Metabolite identification	DA 21	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 23	Extraction	NA	NA	DA 23	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 23	NA	Data transformation	DA 23	FILES/Lipidomic_ICU_ESI Negative/DA23_n.mzML	Metabolite identification	DA 23	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 24	Extraction	NA	NA	DA 24	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 24	NA	Data transformation	DA 24	FILES/Lipidomic_ICU_ESI Negative/DA24_n.mzML	Metabolite identification	DA 24	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 25	Extraction	NA	NA	DA 25	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 25	NA	Data transformation	DA 25	FILES/Lipidomic_ICU_ESI Negative/DA25_n.mzML	Metabolite identification	DA 25	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 26	Extraction	NA	NA	DA 26	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 26	NA	Data transformation	DA 26	FILES/Lipidomic_ICU_ESI Negative/DA26_n.mzML	Metabolite identification	DA 26	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 28	Extraction	NA	NA	DA 28	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 28	NA	Data transformation	DA 28	FILES/Lipidomic_ICU_ESI Negative/DA28_n.mzML	Metabolite identification	DA 28	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 3	Extraction	NA	NA	DA 3	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 3	NA	Data transformation	DA 3	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA3_n.mzML	Metabolite identification	DA 3	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 39	Extraction	NA	NA	DA 39	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 39	NA	Data transformation	DA 39	FILES/Lipidomic_ICU_ESI Negative/DA39_n.mzML	Metabolite identification	DA 39	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 4	Extraction	NA	NA	DA 4	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 4	NA	Data transformation	DA 4	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA4_n.mzML	Metabolite identification	DA 4	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 40	Extraction	NA	NA	DA 40	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 40	NA	Data transformation	DA 40	FILES/Lipidomic_ICU_ESI Negative/DA40_n.mzML	Metabolite identification	DA 40	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 41	Extraction	NA	NA	DA 41	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 41	NA	Data transformation	DA 41	FILES/Lipidomic_ICU_ESI Negative/DA41_n.mzML	Metabolite identification	DA 41	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 42	Extraction	NA	NA	DA 42	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 42	NA	Data transformation	DA 42	FILES/Lipidomic_ICU_ESI Negative/DA42_n.mzML	Metabolite identification	DA 42	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 43	Extraction	NA	NA	DA 43	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 43	NA	Data transformation	DA 43	FILES/Lipidomic_ICU_ESI Negative/DA43_n.mzML	Metabolite identification	DA 43	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 44	Extraction	NA	NA	DA 44	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 44	NA	Data transformation	DA 44	FILES/Lipidomic_ICU_ESI Negative/DA44_n.mzML	Metabolite identification	DA 44	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 5	Extraction	NA	NA	DA 5	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 5	NA	Data transformation	DA 5	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA5_n.mzML	Metabolite identification	DA 5	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 6	Extraction	NA	NA	DA 6	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 6	NA	Data transformation	DA 6	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA6_n.mzML	Metabolite identification	DA 6	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 7	Extraction	NA	NA	DA 7	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 7	NA	Data transformation	DA 7	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA7_n.mzML	Metabolite identification	DA 7	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 8	Extraction	NA	NA	DA 8	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 8	NA	Data transformation	DA 8	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA8_n.mzML	Metabolite identification	DA 8	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
DA 9	Extraction	NA	NA	DA 9	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	DA 9	NA	Data transformation	DA 9	FILES/Lipidomic_ICU COVID-19_ESI Negative/DA9_n.mzML	Metabolite identification	DA 9	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
EA	Extraction	NA	NA	EA	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	EA	NA	Data transformation	EA	FILES/Lipidomic_HEALTHY_ESI Negative/EA_sano_n.mzML	Metabolite identification	EA	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
