"dataset_id","role","xcms_fts","formula_rank","formula_score","structure_rank","tanimoto","csi_score","adduct","structure_name","target_present","confidence","rt","mz","adduct_inferred","file","source_file","chrom_type","assay","mz_theo","mz_ppm_dev"
"MTBLS1866","metabolite",3,1,0.592,3,0.904,-33,"[M + H]+",NA,TRUE,"standard",85.716834,362.116760253906,"[M+H]+","DA5_p.mzML","DA5_p.mzML","RP","a_MTBLS1866_LC-MS_positive_reverse-phase_metabolite_profiling.txt",362.116903088,-0.394441940639525
"MTBLS1866","metabolite",1,2,0.301,3,0.904,-35,"[M + H]+",NA,TRUE,"standard",83.887284,362.116760253906,"[M+H]+","126_p.mzML","126_p.mzML","RP","a_MTBLS1866_LC-MS_positive_reverse-phase_metabolite_profiling.txt",362.116903088,-0.394441940639525
"ST002044","parent",11,1,0.553,1,0.967,-20.6,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",37.36593676602,346.120758056641,"[M+H]+","D8_POS.mzML","D8_POS.mzML","HILIC","ST002044_AN003325.txt",346.121988468,-3.55484886818883
"ST002044","parent",26,1,0.874,1,0.984,-5.1,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",509.46779143998,346.122406005859,"[M+H]+","D_134.mzML","D_134.mzML","HILIC","ST002044_AN003325.txt",346.121988468,1.20633150422357
"ST002044","parent",28,1,0.904,1,0.976,-6.7,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",509.53773688002,346.121704101563,"[M+H]+","D_19.mzML","D_19.mzML","HILIC","ST002044_AN003325.txt",346.121988468,-0.82157865274815
"ST002044","parent",29,1,0.676,1,0.984,-5.7,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",507.33395609598,346.122344970703,"[M+H]+","D_41.mzML","D_41.mzML","HILIC","ST002044_AN003325.txt",346.121988468,1.02999149116651
"ST002044","parent",30,1,0.559,1,0.984,-10.3,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",514.93988700702,346.122222900391,"[M+H]+","D_55.mzML","D_55.mzML","HILIC","ST002044_AN003325.txt",346.121988468,0.677311464888158
"ST002044","parent",31,1,0.653,1,0.992,-4.7,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",514.162789647,346.122467041016,"[M+H]+","D_82.mzML","D_82.mzML","HILIC","ST002044_AN003325.txt",346.121988468,1.38267152040099
"ST002044","parent",32,1,0.934,1,0.992,-5,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",511.25764478202,346.121856689453,"[M+H]+","NHF_24.mzML","NHF_24.mzML","HILIC","ST002044_AN003325.txt",346.121988468,-0.380728619859154
"ST002044","parent",33,1,0.87,1,0.984,-5.4,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",506.15549054202,346.122436523438,"[M+H]+","NHF_45.mzML","NHF_45.mzML","HILIC","ST002044_AN003325.txt",346.121988468,1.29450151379034
"ST002044","metabolite",1,1,0.878,3,0.924,-27.6,"[M + H]+",NA,TRUE,"standard",481.12697996802,362.117156982422,"[M+H]+","D_41.mzML","D_41.mzML","HILIC","ST002044_AN003325.txt",362.116903088,0.701139382913464
"ST002044","metabolite",3,1,0.64,3,0.924,-27.4,"[M + H]+",NA,TRUE,"standard",482.49899911998,362.117248535156,"[M+H]+","D_82.mzML","D_82.mzML","HILIC","ST002044_AN003325.txt",362.116903088,0.953965841035721
"ST002044","metabolite",4,1,0.948,3,0.932,-26.9,"[M + H]+",NA,TRUE,"standard",480.335824911,362.116943359375,"[M+H]+","NHF_24.mzML","NHF_24.mzML","HILIC","ST002044_AN003325.txt",362.116903088,0.111210978116593
"ST002044","metabolite",5,1,0.971,3,0.909,-32.4,"[M + H]+",NA,TRUE,"standard",482.75402454198,362.117095947266,"[M+H]+","NHF_45.mzML","NHF_45.mzML","HILIC","ST002044_AN003325.txt",362.116903088,0.532588410988935
"ST002722","parent",3,1,0.878,1,0.984,-11.1,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",243.282,346.12197873,"[M+H]+","CIR59.mzXML","CIR59.mzXML","HILIC","ST002722_AN004413.txt",346.121988468,-0.0281345892044654
"ST002722","parent",4,1,0.981,1,0.976,-8.6,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",326.524,346.12316603,"[M+H]+","CIR60.mzXML","CIR60.mzXML","HILIC","ST002722_AN004413.txt",346.121988468,3.40215888976459
"ST002722","metabolite",1,1,0.647,3,0.888,-44.2,"[M + H]+",NA,TRUE,"standard",339.855,362.11726968,"[M+H]+","CIR59.mzXML","CIR59.mzXML","HILIC","ST002722_AN004413.txt",362.116903088,1.01235815520184
"ST002722","metabolite",2,3,0.038,3,0.881,-49.3,"[M + H]+",NA,TRUE,"standard",337.435,362.11495224,"[M+H]+","CIR60.mzXML","CIR60.mzXML","HILIC","ST002722_AN004413.txt",362.116903088,-5.38734310218414
