"ATTRIBUTE_DatasetAccession","USI","file_path","scan_id","role","Cosine","Matching Peaks","Adduct","Precursor_MZ","inchikey_first_block","lib_spectrum","ChromatographyAndPhase","IonizationSourceAndPolarity","NCBITaxonomy","SampleType"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7374.mzXML:scan:887","raw/mzXML/7374.mzXML",887,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate02/X2490051_RE3_01_55087.mzXML:scan:891","peak/mzXML/Plate02/X2490051_RE3_01_55087.mzXML",891,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate02/X3023798_RC2_01_55052.mzXML:scan:887","peak/mzXML/Plate02/X3023798_RC2_01_55052.mzXML",887,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate02/X2490051_RE3_01_55087.mzML:scan:891","ccms_peak/mzXML/Plate02/X2490051_RE3_01_55087.mzML",891,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate02/X3023798_RC2_01_55052.mzML:scan:887","ccms_peak/mzXML/Plate02/X3023798_RC2_01_55052.mzML",887,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000090443","mzspec:MSV000090443:peak/mzXML/plate2_2x/samples_extra/s67_repeat_BA8_01_51294.mzXML:scan:776","peak/mzXML/plate2_2x/samples_extra/s67_repeat_BA8_01_51294.mzXML",776,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/HMA445b_PhreeKit_RF4_01_42916.mzML:scan:767","ccms_peak/Phree Kit Plate/Samples/HMA445b_PhreeKit_RF4_01_42916.mzML",767,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000084591","mzspec:MSV000084591:ccms_peak/mzXML_plasma/samples/sample_39_RD7_01_49317.mzML:scan:888","ccms_peak/mzXML_plasma/samples/sample_39_RD7_01_49317.mzML",888,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate7/Plate7_poolQC_7.mzML:scan:1248","peak/mzML/Plate7/Plate7_poolQC_7.mzML",1248,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Plate 1 5x/Samples/LD9050_5X_rerun_RD4_01_42821.mzML:scan:752","ccms_peak/Plate 1 5x/Samples/LD9050_5X_rerun_RD4_01_42821.mzML",752,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_03_BB12_01_21660.mzML:scan:765","ccms_peak/mzXML/samples/Plate_03_BB12_01_21660.mzML",765,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/LD9050_PhreeKit_RD4_01_42887.mzML:scan:766","ccms_peak/Phree Kit Plate/Samples/LD9050_PhreeKit_RD4_01_42887.mzML",766,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000084908","mzspec:MSV000084908:ccms_peak/Serum_mzXML/Serum_151A_GC5_01_50422.mzML:scan:1623","ccms_peak/Serum_mzXML/Serum_151A_GC5_01_50422.mzML",1623,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate9/P9_C5_01LJ03719_V12.mzML:scan:1330","peak/mzML/Plate9/P9_C5_01LJ03719_V12.mzML",1330,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate02/X3074166_RA11_01_55030.mzXML:scan:900","peak/mzXML/Plate02/X3074166_RA11_01_55030.mzXML",900,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate02/X3074166_RA11_01_55030.mzML:scan:900","ccms_peak/mzXML/Plate02/X3074166_RA11_01_55030.mzML",900,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate9/P9_C5_01LJ03719_V12.mzML:scan:1330","ccms_peak/mzML/Plate9/P9_C5_01LJ03719_V12.mzML",1330,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000079788","mzspec:MSV000079788:ccms_peak/Human_GITract_aqueous_renamed_mzxml_march2016/02A10049_AQUEOUS.mzXML:scan:891","ccms_peak/Human_GITract_aqueous_renamed_mzxml_march2016/02A10049_AQUEOUS.mzXML",891,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000079788","mzspec:MSV000079788:ccms_peak/Human_GITract_aqueous_renamed_mzxml_march2016/02F10049_AQUEOUS.mzXML:scan:897","ccms_peak/Human_GITract_aqueous_renamed_mzxml_march2016/02F10049_AQUEOUS.mzXML",897,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/P5_D1_01LJ03734_V5.mzML:scan:1318","peak/mzML/Plate5/P5_D1_01LJ03734_V5.mzML",1318,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate4/P4_B4_01LJ02350_V8.mzML:scan:1295","peak/mzML/Plate4/P4_B4_01LJ02350_V8.mzML",1295,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate7/Plate7_poolQC_7.mzML:scan:1248","ccms_peak/mzML/Plate7/Plate7_poolQC_7.mzML",1248,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/ZJ3597_PhreeKit_RG4_01_42928.mzML:scan:767","ccms_peak/Phree Kit Plate/Samples/ZJ3597_PhreeKit_RG4_01_42928.mzML",767,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate7/Plate7_poolQC_1.mzML:scan:1267","ccms_peak/mzML/Plate7/Plate7_poolQC_1.mzML",1267,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate8/P8_H1_V1LJ00588_V10.mzML:scan:1336","ccms_peak/mzML/Plate8/P8_H1_V1LJ00588_V10.mzML",1336,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/Plate5_poolQC_5.mzML:scan:1271","peak/mzML/Plate5/Plate5_poolQC_5.mzML",1271,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7675.mzXML:scan:1944","raw/mzXML/7675.mzXML",1944,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000084591","mzspec:MSV000084591:ccms_peak/mzXML_plasma/samples/sample_39_RD7_01_49317.mzML:scan:878","ccms_peak/mzXML_plasma/samples/sample_39_RD7_01_49317.mzML",878,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate02/X2483184_RG7_01_55125.mzXML:scan:891","peak/mzXML/Plate02/X2483184_RG7_01_55125.mzXML",891,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate02/X2490051_RE3_01_55087.mzXML:scan:888","peak/mzXML/Plate02/X2490051_RE3_01_55087.mzXML",888,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7259.mzXML:scan:1879","raw/mzXML/7259.mzXML",1879,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000083955","mzspec:MSV000083955:ccms_peak/Plate 1 5x/Samples/HMA445_5X_RF4_01_42747.mzML:scan:764","ccms_peak/Plate 1 5x/Samples/HMA445_5X_RF4_01_42747.mzML",764,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Plate 1 5x/Samples/HMA445_5X_RF4_01_42747.mzML:scan:770","ccms_peak/Plate 1 5x/Samples/HMA445_5X_RF4_01_42747.mzML",770,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate02/X2483184_RG7_01_55125.mzML:scan:891","ccms_peak/mzXML/Plate02/X2483184_RG7_01_55125.mzML",891,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/RKF1276_PhreeKit_RH4_01_42943.mzML:scan:751","ccms_peak/Phree Kit Plate/Samples/RKF1276_PhreeKit_RH4_01_42943.mzML",751,"parent",1,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/HMA445a_PhreeKit_RB2_01_42859.mzML:scan:771","ccms_peak/Phree Kit Plate/Samples/HMA445a_PhreeKit_RB2_01_42859.mzML",771,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate02/X2490051_RE3_01_55087.mzML:scan:888","ccms_peak/mzXML/Plate02/X2490051_RE3_01_55087.mzML",888,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/8068.mzXML:scan:1865","raw/mzXML/8068.mzXML",1865,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/P5_D1_01LJ03734_V5.mzML:scan:1318","ccms_peak/mzML/Plate5/P5_D1_01LJ03734_V5.mzML",1318,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/P5_C3_01LJ03591_V12.mzML:scan:1314","ccms_peak/mzML/Plate5/P5_C3_01LJ03591_V12.mzML",1314,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate4/P4_B4_01LJ02350_V8.mzML:scan:1295","ccms_peak/mzML/Plate4/P4_B4_01LJ02350_V8.mzML",1295,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/P5_C3_01LJ03591_V12.mzML:scan:1314","peak/mzML/Plate5/P5_C3_01LJ03591_V12.mzML",1314,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000079788","mzspec:MSV000079788:ccms_peak/Human_GITract_aqueous_renamed_mzxml_march2016/02F10049_AQUEOUS.mzXML:scan:891","ccms_peak/Human_GITract_aqueous_renamed_mzxml_march2016/02F10049_AQUEOUS.mzXML",891,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000079788","mzspec:MSV000079788:ccms_peak/Human_GITract_aqueous_renamed_mzxml_march2016/02A10049_AQUEOUS.mzXML:scan:897","ccms_peak/Human_GITract_aqueous_renamed_mzxml_march2016/02A10049_AQUEOUS.mzXML",897,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate7/Plate7_poolQC_1.mzML:scan:1267","peak/mzML/Plate7/Plate7_poolQC_1.mzML",1267,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate8/P8_H1_V1LJ00588_V10.mzML:scan:1336","peak/mzML/Plate8/P8_H1_V1LJ00588_V10.mzML",1336,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate8/P8_D2_V1LJ00588_V12.mzML:scan:1320","peak/mzML/Plate8/P8_D2_V1LJ00588_V12.mzML",1320,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/LS6792_PhreeKit_RF5_01_42917.mzML:scan:765","ccms_peak/Phree Kit Plate/Samples/LS6792_PhreeKit_RF5_01_42917.mzML",765,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate8/P8_D2_V1LJ00588_V12.mzML:scan:1320","ccms_peak/mzML/Plate8/P8_D2_V1LJ00588_V12.mzML",1320,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/Plate5_poolQC_5.mzML:scan:1271","ccms_peak/mzML/Plate5/Plate5_poolQC_5.mzML",1271,"parent",1,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/P5_A2_01LJ03375_V10.mzML:scan:1291","peak/mzML/Plate5/P5_A2_01LJ03375_V10.mzML",1291,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Blanks/Blank_02_RB1_01_42858.mzML:scan:756","ccms_peak/Phree Kit Plate/Blanks/Blank_02_RB1_01_42858.mzML",756,"parent",0.99,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/P5_A2_01LJ03375_V10.mzML:scan:1291","ccms_peak/mzML/Plate5/P5_A2_01LJ03375_V10.mzML",1291,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate01/X3091374_GA12_01_54903.mzXML:scan:885","peak/mzXML/Plate01/X3091374_GA12_01_54903.mzXML",885,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate01/X3091374_GA12_01_54903.mzML:scan:885","ccms_peak/mzXML/Plate01/X3091374_GA12_01_54903.mzML",885,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate9/Plate9_poolQC_8.mzML:scan:1267","peak/mzML/Plate9/Plate9_poolQC_8.mzML",1267,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate3/P3_C3_01LJ01447_V12.mzML:scan:1305","peak/mzML/Plate3/P3_C3_01LJ01447_V12.mzML",1305,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/HMA445a_PhreeKit_RB2_01_42859.mzML:scan:777","ccms_peak/Phree Kit Plate/Samples/HMA445a_PhreeKit_RB2_01_42859.mzML",777,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000079788","mzspec:MSV000079788:ccms_peak/Human_GITract_organic_renamed_mzxml_march2016/02A10049_ORGANIC.mzXML:scan:604","ccms_peak/Human_GITract_organic_renamed_mzxml_march2016/02A10049_ORGANIC.mzXML",604,"parent",0.99,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate9/Plate9_poolQC_8.mzML:scan:1267","ccms_peak/mzML/Plate9/Plate9_poolQC_8.mzML",1267,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate3/P3_C3_01LJ01447_V12.mzML:scan:1305","ccms_peak/mzML/Plate3/P3_C3_01LJ01447_V12.mzML",1305,"parent",0.99,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/ZJ3597_PhreeKit_RG4_01_42928.mzML:scan:773","ccms_peak/Phree Kit Plate/Samples/ZJ3597_PhreeKit_RG4_01_42928.mzML",773,"parent",0.98,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7730.mzXML:scan:2017","raw/mzXML/7730.mzXML",2017,"parent",0.98,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000079581","mzspec:MSV000079581:ccms_peak/5uM_Mix_GA6_01_16094.mzXML:scan:790","ccms_peak/5uM_Mix_GA6_01_16094.mzXML",790,"parent",0.98,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000082744","mzspec:MSV000082744:ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH1/20160323_S00021414_P.mzXML:scan:92","ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH1/20160323_S00021414_P.mzXML",92,"parent",0.97,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000082744","mzspec:MSV000082744:ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH3/20160404_S00021281_P.mzXML:scan:104","ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH3/20160404_S00021281_P.mzXML",104,"parent",0.97,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000079581","mzspec:MSV000079581:ccms_peak/1uM_Mix_GA5_01_16088.mzXML:scan:784","ccms_peak/1uM_Mix_GA5_01_16088.mzXML",784,"parent",0.97,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000082744","mzspec:MSV000082744:ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH1/20160323_S00021287_P.mzXML:scan:95","ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH1/20160323_S00021287_P.mzXML",95,"parent",0.97,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate4/P4_B5_01LJ02350_V10.mzML:scan:1306","ccms_peak/mzML/Plate4/P4_B5_01LJ02350_V10.mzML",1306,"parent",0.97,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate4/P4_B5_01LJ02350_V10.mzML:scan:1306","peak/mzML/Plate4/P4_B5_01LJ02350_V10.mzML",1306,"parent",0.97,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000082744","mzspec:MSV000082744:ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH2/20160328_S00021442_P.mzXML:scan:92","ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH2/20160328_S00021442_P.mzXML",92,"parent",0.97,7,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7931.mzXML:scan:2179","raw/mzXML/7931.mzXML",2179,"parent",0.97,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000084908","mzspec:MSV000084908:ccms_peak/Serum_mzXML/Serum_168B_GC3_01_50420.mzML:scan:1631","ccms_peak/Serum_mzXML/Serum_168B_GC3_01_50420.mzML",1631,"parent",0.96,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_01_BH7_01_21516.mzML:scan:764","ccms_peak/mzXML/samples/Plate_01_BH7_01_21516.mzML",764,"parent",0.96,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GE9_01_21589.mzML:scan:767","ccms_peak/mzXML/samples/Plate_02_GE9_01_21589.mzML",767,"parent",0.96,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000092571","mzspec:MSV000092571:peak/mzML/P1_E11_A36_1_CrF.mzML:scan:882","peak/mzML/P1_E11_A36_1_CrF.mzML",882,"parent",0.96,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate02/X3023798_RC2_01_55052.mzML:scan:892","ccms_peak/mzXML/Plate02/X3023798_RC2_01_55052.mzML",892,"parent",0.95,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085870","mzspec:MSV000085870:peak/peak/CS60365_pos_IDA.mzXML:scan:3684","peak/peak/CS60365_pos_IDA.mzXML",3684,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (NOS)",NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7374.mzXML:scan:892","raw/mzXML/7374.mzXML",892,"parent",0.95,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000083065","mzspec:MSV000083065:ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR51-001_RC7_01_34992.mzML:scan:1159","ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR51-001_RC7_01_34992.mzML",1159,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MTBLS417","mzspec:MTBLS417:FILES/CS60365_pos_IDA.mzXML:scan:3684","FILES/CS60365_pos_IDA.mzXML",3684,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_01_BC7_01_21447.mzML:scan:770","ccms_peak/mzXML/samples/Plate_01_BC7_01_21447.mzML",770,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
