"ATTRIBUTE_DatasetAccession","USI","file_path","scan_id","role","Cosine","Matching Peaks","Adduct","Precursor_MZ","inchikey_first_block","lib_spectrum","ChromatographyAndPhase","IonizationSourceAndPolarity","NCBITaxonomy","SampleType"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM016_9_360_RF3_01_43677.mzML:scan:1081","ccms_peak/blood/DM016_9_360_RF3_01_43677.mzML",1081,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000089558","mzspec:MSV000089558:peak/Sample_mzML/Elephant_Rhino_Milk/Elephant_2.mzML:scan:944","peak/Sample_mzML/Elephant_Rhino_Milk/Elephant_2.mzML",944,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000083065","mzspec:MSV000083065:ccms_peak/Blood_plasma/Twins_samples/TW-CY-001_RA12_01_35858.mzML:scan:1507","ccms_peak/Blood_plasma/Twins_samples/TW-CY-001_RA12_01_35858.mzML",1507,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000086270","mzspec:MSV000086270:updates/2020-10-12_mjmeehan_2f63db47/other/mzML/ADNI_Go2_Plate_06_mzML/ADNI_Go2_P06_C09.mzML:scan:1014","updates/2020-10-12_mjmeehan_2f63db47/other/mzML/ADNI_Go2_Plate_06_mzML/ADNI_Go2_P06_C09.mzML",1014,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000086270","mzspec:MSV000086270:ccms_peak/ADNI_Go2_Plate_06_mzXML/ADNI_Go2_P06_C09.mzML:scan:1014","ccms_peak/ADNI_Go2_Plate_06_mzXML/ADNI_Go2_P06_C09.mzML",1014,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082744","mzspec:MSV000082744:ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH4/20160411_S00021299_P.mzXML:scan:95","ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH4/20160411_S00021299_P.mzXML",95,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM010_9_120_RG5_01_43803.mzML:scan:1071","ccms_peak/blood/DM010_9_120_RG5_01_43803.mzML",1071,"parent",0.81,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000089558","mzspec:MSV000089558:ccms_peak/Samples_raw/Elephant_Rhino_Milk/Elephant_2.mzML:scan:944","ccms_peak/Samples_raw/Elephant_Rhino_Milk/Elephant_2.mzML",944,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,"10090|Mus musculus","animal"
"MTBLS218","mzspec:MTBLS218:FILES/094_M1_pE_310_V2_6459_V2.mzXML:scan:1094","FILES/094_M1_pE_310_V2_6459_V2.mzXML",1094,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (alternating)","9606|Homo sapiens","animal"
"MSV000096943","mzspec:MSV000096943:peak/sepsis_gates_observational/41095.mzML:scan:1042","peak/sepsis_gates_observational/41095.mzML",1042,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000082724","mzspec:MSV000082724:ccms_peak/ST000688/EX00696-lipidomics/Raw data/POS/20170316_S00027976_P.mzXML:scan:95","ccms_peak/ST000688/EX00696-lipidomics/Raw data/POS/20170316_S00027976_P.mzXML",95,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM015_9_240_RH8_01_43706.mzML:scan:1091","ccms_peak/blood/DM015_9_240_RH8_01_43706.mzML",1091,"parent",0.81,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MTBLS1866","mzspec:MTBLS1866:FILES/Lipidomic_ICU COVID-19_ESI Positive/DA8_p.mzML:scan:408","FILES/Lipidomic_ICU COVID-19_ESI Positive/DA8_p.mzML",408,"parent",0.81,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000086270","mzspec:MSV000086270:updates/2020-10-12_mjmeehan_2f63db47/other/mzML/ADNI_Go2_Plate_09_mzML/ADNI_Go2_P09_B03.mzML:scan:1011","updates/2020-10-12_mjmeehan_2f63db47/other/mzML/ADNI_Go2_Plate_09_mzML/ADNI_Go2_P09_B03.mzML",1011,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"ST001715","mzspec:ST001715:Omeprazole_24_1_hilicpos_fusion.mzXML:scan:409","Omeprazole_24_1_hilicpos_fusion.mzXML",409,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM013_9_360_RC3_01_43855.mzML:scan:1103","ccms_peak/blood/DM013_9_360_RC3_01_43855.mzML",1103,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082744","mzspec:MSV000082744:ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH3/20160404_S00021369_P.mzXML:scan:98","ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH3/20160404_S00021369_P.mzXML",98,"parent",0.81,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM014_1_300_RG1_01_44001.mzML:scan:1085","ccms_peak/blood/DM014_1_300_RG1_01_44001.mzML",1085,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM008_1_240_RC7_01_43757.mzML:scan:1095","ccms_peak/blood/DM008_1_240_RC7_01_43757.mzML",1095,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000092926","mzspec:MSV000092926:peak/U19_40488_mzml/5010582867.mzML:scan:1447","peak/U19_40488_mzml/5010582867.mzML",1447,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000092926","mzspec:MSV000092926:peak/U19_40488_mzml/5010600761.mzML:scan:1443","peak/U19_40488_mzml/5010600761.mzML",1443,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM017_1_240_RD10_01_44120.mzML:scan:1070","ccms_peak/blood/DM017_1_240_RD10_01_44120.mzML",1070,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000085508","mzspec:MSV000085508:ccms_peak/Raw_Spectrum_Files/UDN_plasma_lipid/UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_027_POS_03Oct16_Lola-WCSH8005.mzML:scan:524","ccms_peak/Raw_Spectrum_Files/UDN_plasma_lipid/UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_027_POS_03Oct16_Lola-WCSH8005.mzML",524,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM015_1_060_RC10_01_43648.mzXML:scan:1088","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM015_1_060_RC10_01_43648.mzXML",1088,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MTBLS218","mzspec:MTBLS218:FILES/060_M1_pE_117_V2_6521_V2.mzXML:scan:1119","FILES/060_M1_pE_117_V2_6521_V2.mzXML",1119,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (alternating)","9606|Homo sapiens","animal"
"ST002722","mzspec:ST002722:CIR55_hilic_pos.mzXML:scan:1376","CIR55_hilic_pos.mzXML",1376,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085508","mzspec:MSV000085508:ccms_peak/Raw_Spectrum_Files/UDN_plasma_lipid/UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_017_POS_03Oct16_Lola-WCSH8005.mzML:scan:515","ccms_peak/Raw_Spectrum_Files/UDN_plasma_lipid/UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_017_POS_03Oct16_Lola-WCSH8005.mzML",515,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MTBLS1866","mzspec:MTBLS1866:FILES/Lipidomic_ICU_ESI Positive/DA42_p.mzML:scan:357","FILES/Lipidomic_ICU_ESI Positive/DA42_p.mzML",357,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM013_1_240_RD3_01_43765.mzML:scan:1086","ccms_peak/blood/DM013_1_240_RD3_01_43765.mzML",1086,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000090544","mzspec:MSV000090544:raw/mzML_samples_HBM/P3_C4.mzML:scan:1225","raw/mzML_samples_HBM/P3_C4.mzML",1225,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000090544","mzspec:MSV000090544:ccms_peak/Raw_data_HBM/P3_C4.mzML:scan:1225","ccms_peak/Raw_data_HBM/P3_C4.mzML",1225,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM013_1_240_RD3_01_43765.mzXML:scan:1086","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM013_1_240_RD3_01_43765.mzXML",1086,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MTBLS218","mzspec:MTBLS218:FILES/094_M1_pE_310_V2_6459_V2.mzXML:scan:1032","FILES/094_M1_pE_310_V2_6459_V2.mzXML",1032,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (alternating)","9606|Homo sapiens","animal"
"MSV000086270","mzspec:MSV000086270:ccms_peak/ADNI_Go2_Plate_04_mzXML/ADNI_Go2_P04_H09.mzML:scan:1004","ccms_peak/ADNI_Go2_Plate_04_mzXML/ADNI_Go2_P04_H09.mzML",1004,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000081952","mzspec:MSV000081952:ccms_peak/raw_files/Plate2/Samples/PHT_20_093_Cort_1200.mzML:scan:1254","ccms_peak/raw_files/Plate2/Samples/PHT_20_093_Cort_1200.mzML",1254,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM002_9_300_RA7_01_43621.mzXML:scan:1122","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM002_9_300_RA7_01_43621.mzXML",1122,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084716","mzspec:MSV000084716:ccms_peak/Raw_Spectrum_Files/UDN_plasma_lipid/UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_027_POS_03Oct16_Lola-WCSH8005.mzML:scan:524","ccms_peak/Raw_Spectrum_Files/UDN_plasma_lipid/UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_027_POS_03Oct16_Lola-WCSH8005.mzML",524,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084716","mzspec:MSV000084716:peak/Peak_List_Files/UDN_plasma_lipid/UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_027_POS_03Oct16_Lola-WCSH8005.mzML:scan:524","peak/Peak_List_Files/UDN_plasma_lipid/UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_027_POS_03Oct16_Lola-WCSH8005.mzML",524,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"ST002722","mzspec:ST002722:CIR59.mzXML:scan:1356","CIR59.mzXML",1356,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"ST002722","mzspec:ST002722:CIR18.mzXML:scan:1049","CIR18.mzXML",1049,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"ST002722","mzspec:ST002722:CIR59.mzXML:scan:1317","CIR59.mzXML",1317,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000091951","mzspec:MSV000091951:ccms_peak/Raw/OM-452.mzML:scan:1117","ccms_peak/Raw/OM-452.mzML",1117,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000091951","mzspec:MSV000091951:peak/mzML/OM-452.mzML:scan:1117","peak/mzML/OM-452.mzML",1117,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000086975","mzspec:MSV000086975:peak/Plate01_Well_E09.mzXML:scan:2218","peak/Plate01_Well_E09.mzXML",2218,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000083065","mzspec:MSV000083065:ccms_peak/Blood_plasma/Twins_samples/TW-AX-001_RE1_01_35895.mzML:scan:1470","ccms_peak/Blood_plasma/Twins_samples/TW-AX-001_RE1_01_35895.mzML",1470,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082724","mzspec:MSV000082724:ccms_peak/ST000688/EX00696-lipidomics/Raw data/POS/20170316_S00027981_P.mzXML:scan:103","ccms_peak/ST000688/EX00696-lipidomics/Raw data/POS/20170316_S00027981_P.mzXML",103,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std36pt25_3_GC3_01_43591.mzXML:scan:1093","updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std36pt25_3_GC3_01_43591.mzXML",1093,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM015_9_240_RC6_01_43756.mzML:scan:1071","ccms_peak/blood/DM015_9_240_RC6_01_43756.mzML",1071,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM015_9_240_RC6_01_43756.mzXML:scan:1071","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM015_9_240_RC6_01_43756.mzXML",1071,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM009_1_360_RH9_01_43819.mzML:scan:1058","ccms_peak/blood/DM009_1_360_RH9_01_43819.mzML",1058,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082744","mzspec:MSV000082744:ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH2/20160328_S00021386_P.mzXML:scan:67","ccms_peak/ST000763/EX00543/Raw data/Lipidomics/POS/BATCH2/20160328_S00021386_P.mzXML",67,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM010_9_240_RE5_01_43779.mzXML:scan:1086","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM010_9_240_RE5_01_43779.mzXML",1086,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std36pt25_3_GC3_01_43591.mzXML:scan:1080","updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std36pt25_3_GC3_01_43591.mzXML",1080,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"ST002722","mzspec:ST002722:CIR55_hilic_pos.mzXML:scan:1331","CIR55_hilic_pos.mzXML",1331,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"ST002722","mzspec:ST002722:CIR59.mzXML:scan:1089","CIR59.mzXML",1089,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072","normal phase (HILIC)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM009_9_360_RC3_01_43748.mzML:scan:1089","ccms_peak/blood/DM009_9_360_RC3_01_43748.mzML",1089,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000094395","mzspec:MSV000094395:peak/20240323_ADRC_serum_mzML/7513614877.mzML:scan:836","peak/20240323_ADRC_serum_mzML/7513614877.mzML",836,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,"9606|Homo sapiens","animal"
"MSV000086270","mzspec:MSV000086270:ccms_peak/ADNI_Go2_Plate_02_mzXML/ADNI_Go2_P02_C03.mzML:scan:1015","ccms_peak/ADNI_Go2_Plate_02_mzXML/ADNI_Go2_P02_C03.mzML",1015,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000086270","mzspec:MSV000086270:updates/2020-10-12_mjmeehan_2f63db47/other/mzML/ADNI_Go2_Plate_02_mzML/ADNI_Go2_P02_C03.mzML:scan:1015","updates/2020-10-12_mjmeehan_2f63db47/other/mzML/ADNI_Go2_Plate_02_mzML/ADNI_Go2_P02_C03.mzML",1015,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000096884","mzspec:MSV000096884:ccms_peak/20240323_ADRC_serum_mzML_NA_rm/20240226_pool_qc_14.mzML:scan:834","ccms_peak/20240323_ADRC_serum_mzML_NA_rm/20240226_pool_qc_14.mzML",834,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,"9606|Homo sapiens","animal"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM002_9_300_RA7_01_43621.mzML:scan:1122","ccms_peak/blood/DM002_9_300_RA7_01_43621.mzML",1122,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000094395","mzspec:MSV000094395:peak/20240323_ADRC_serum_mzML/20240226_pool_qc_17.mzML:scan:837","peak/20240323_ADRC_serum_mzML/20240226_pool_qc_17.mzML",837,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,"9606|Homo sapiens","animal"
"MSV000094395","mzspec:MSV000094395:peak/20240323_ADRC_serum_mzML/20240226_pool_qc_23.mzML:scan:837","peak/20240323_ADRC_serum_mzML/20240226_pool_qc_23.mzML",837,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,"9606|Homo sapiens","animal"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM013_9_120_RB9_01_43742.mzML:scan:1090","ccms_peak/blood/DM013_9_120_RB9_01_43742.mzML",1090,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000091951","mzspec:MSV000091951:peak/mzML/OM-490.mzML:scan:1114","peak/mzML/OM-490.mzML",1114,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000083065","mzspec:MSV000083065:ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR54-002_RB8_01_34981.mzML:scan:1158","ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR54-002_RB8_01_34981.mzML",1158,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000093037","mzspec:MSV000093037:peak/mzML/284114_2.mzML:scan:1009","peak/mzML/284114_2.mzML",1009,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM017_1_240_RD10_01_44120.mzML:scan:1064","ccms_peak/blood/DM017_1_240_RD10_01_44120.mzML",1064,"parent",0.8,3,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM013_9_120_RB9_01_43742.mzXML:scan:1090","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM013_9_120_RB9_01_43742.mzXML",1090,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084716","mzspec:MSV000084716:peak/Peak_List_Files/UDN_plasma_lipid/UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_017_POS_03Oct16_Lola-WCSH8005.mzML:scan:515","peak/Peak_List_Files/UDN_plasma_lipid/UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_017_POS_03Oct16_Lola-WCSH8005.mzML",515,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084716","mzspec:MSV000084716:ccms_peak/Raw_Spectrum_Files/UDN_plasma_lipid/UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_017_POS_03Oct16_Lola-WCSH8005.mzML:scan:515","ccms_peak/Raw_Spectrum_Files/UDN_plasma_lipid/UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_L_017_POS_03Oct16_Lola-WCSH8005.mzML",515,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000094927","mzspec:MSV000094927:peak/mzML/csf_X2155604.mzML:scan:1936","peak/mzML/csf_X2155604.mzML",1936,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,"9606|Homo sapiens","animal"
"MSV000086975","mzspec:MSV000086975:peak/Plate02_Well_B04.mzXML:scan:2221","peak/Plate02_Well_B04.mzXML",2221,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM008_1_360_RC2_01_43747.mzML:scan:1092","ccms_peak/blood/DM008_1_360_RC2_01_43747.mzML",1092,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000091951","mzspec:MSV000091951:ccms_peak/Raw/OM-490.mzML:scan:1114","ccms_peak/Raw/OM-490.mzML",1114,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
"MSV000093037","mzspec:MSV000093037:peak/mzML/228292_4.mzML:scan:1026","peak/mzML/228292_4.mzML",1026,"parent",0.8,4,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","MSBNK-BAFG-CSL2311109072",NA,NA,NA,NA
